num_pages_with_shareholder_proposal,Filename,Date Filed,CIK,Form Type,Company Name,pattern_type,occurrence_begin,occurrence_end,diversity
8,edgar/data/100885/0001193125-14-125629.txt,2014-04-01,100885,DEF 14A,UNION PACIFIC CORP,Without resolved,proposal number 3 advisory vote to approve executive compensation at the 2013 annual meeting of shar," directors recommends a vote for the advisory resolution to approve executive compensation. proposal",0
8,edgar/data/100885/0001193125-14-125629.txt,2014-04-01,100885,DEF 14A,UNION PACIFIC CORP,Without resolved,"proposal, and the company currently does not have any definitive plans, arrangements or understandin","e the number of authorized shares of common stock from 800,000,000 to 1,400,000,000 shares. proposal",0
8,edgar/data/100885/0001193125-14-125629.txt,2014-04-01,100885,DEF 14A,UNION PACIFIC CORP,Without resolved,"proposal regarding executives to retain significant stock john chevedden, 2215 nelson avenue, no. 20"," has submitted the following proposal. the board of directors recommends a vote against the proposal",0
8,edgar/data/100885/0001193125-14-125629.txt,2014-04-01,100885,DEF 14A,UNION PACIFIC CORP,Without resolved,proposal fails to comply with the forgoing notice provision and does not also satisfy the requiremen,d envelope. q a proposals the board of directors recommends a vote for all the directors in proposal,0
8,edgar/data/100885/0001193125-14-125629.txt,2014-04-01,100885,DEF 14A,UNION PACIFIC CORP,Without resolved,"proposals 2, 3 and 4 and against proposal 5. 1. election of directors: for against abstain for again",", and against proposal 5. the board of directors recommends a vote for all the directors in proposal",0
8,edgar/data/100885/0001193125-14-125629.txt,2014-04-01,100885,DEF 14A,UNION PACIFIC CORP,Without resolved,"proposals 2, 3 and 4, and against proposal 5. your vote is important please mark, sign and date this",d envelope. q a proposals the board of directors recommends a vote for all the directors in proposal,0
12,edgar/data/101063/0000101063-14-000049.txt,2014-04-11,101063,DEF 14A,CHIQUITA BRANDS INTERNATIONAL INC,With resolved,proposal and supporting statement are to be presented at the annual meeting. the board and the compa,statement of the board of directorsthe board recommends that shareholders vote against this proposal,0
16,edgar/data/1011006/0001193125-14-172132.txt,2014-04-30,1011006,DEF 14A,YAHOO INC,Without resolved,proposal 1 election of directors 15 nominees 16 corporate governance 20 required vote 31 recommendat,each nominee page 15 proposal 2 advisory vote to approve executive compensation for page 32 proposal,0
16,edgar/data/1011006/0001193125-14-172132.txt,2014-04-30,1011006,DEF 14A,YAHOO INC,Without resolved,"proposals described in this proxy statement. the notice of internet availability was sent to you by ",on to the board of each of the board s nine director nominees named in this proxy statement proposal,0
16,edgar/data/1011006/0001193125-14-172132.txt,2014-04-30,1011006,DEF 14A,YAHOO INC,Without resolved,proposal we do not pay taxes on our executives behalf through gross up payments other than for a bus," approval of executive compensation. proxies received by the company will be voted for this proposal",0
16,edgar/data/1011006/0001193125-14-172132.txt,2014-04-30,1011006,DEF 14A,YAHOO INC,Without resolved,proposal is required to approve the amended and restated stock plan. employee directors and all of t,tated stock plan as described above. proxies received by the company will be voted for this proposal,0
16,edgar/data/1011006/0001193125-14-172132.txt,2014-04-30,1011006,DEF 14A,YAHOO INC,Without resolved,proposal 4 ratification of appointment of independent registered public accounting firm pricewaterho,"iscal year ending december 31, 2014. proxies received by the company will be voted for this proposal",0
16,edgar/data/1011006/0001193125-14-172132.txt,2014-04-30,1011006,DEF 14A,YAHOO INC,Without resolved,"proposal 5 bylaws amendment to enhance our shareholders rights, our board of directors is proposing,",ll special meetings of shareholders. proxies received by the company will be voted for this proposal,0
16,edgar/data/1011006/0001193125-14-172132.txt,2014-04-30,1011006,DEF 14A,YAHOO INC,Without resolved,"proposal 6 shareholder proposal mr. john harrington, 1001 2nd street, suite 325, napa, ca, 94559, ha",roponent s supporting statement. the board recommends that you vote against the shareholder proposal,0
16,edgar/data/1011006/0001193125-14-172132.txt,2014-04-30,1011006,DEF 14A,YAHOO INC,Without resolved,"proposal gni resulted from a collaborative, multi year effort involving an international group of in","he foregoing reasons, the board of directors recommends that shareholders vote against this proposal",0
16,edgar/data/1011006/0001193125-14-172132.txt,2014-04-30,1011006,DEF 14A,YAHOO INC,Without resolved,proposal unless you specify otherwise in the proxy. 53 table of contents proposal 7 shareholder prop,proponents supporting statement. the board recommends that you vote against the shareholder proposal,0
16,edgar/data/1011006/0001193125-14-172132.txt,2014-04-30,1011006,DEF 14A,YAHOO INC,Without resolved,"proposal as reflected in its policies, yahoo is fully committed to complying with all applicable u.s","he foregoing reasons, the board of directors recommends that shareholders vote against this proposal",0
16,edgar/data/1011006/0001193125-14-172132.txt,2014-04-30,1011006,DEF 14A,YAHOO INC,Without resolved,proposal unless you specify otherwise in the proxy. 56 table of contents proposal 8 shareholder prop,proponents supporting statement. the board recommends that you vote against the shareholder proposal,0
16,edgar/data/1011006/0001193125-14-172132.txt,2014-04-30,1011006,DEF 14A,YAHOO INC,Without resolved,"proposal direct corporate contributions are not allowed to federal candidates; however, many states ","he foregoing reasons, the board of directors recommends that shareholders vote against this proposal",0
16,edgar/data/1011006/0001193125-14-172132.txt,2014-04-30,1011006,DEF 14A,YAHOO INC,Without resolved,"proposal regarding political contribution disclosure, if properly presented at the annual meeting.5.",card. b management proposals the company s board of directors recommends a vote for each of proposal,0
15,edgar/data/1031296/0001193125-14-125083.txt,2014-04-01,1031296,DEF 14A,FIRSTENERGY CORP,With resolved,proposals may contain assertions that we believe are factually incorrect. we have not attempted to r,a specific performance policy your board of directors recommends that you vote against this proposal,0
15,edgar/data/1031296/0001193125-14-125083.txt,2014-04-01,1031296,DEF 14A,FIRSTENERGY CORP,With resolved,proposal is not in the best interests of your company or our shareholders. your board of directors r," response retirement benefits your board of directors recommends that you vote against this proposal",0
15,edgar/data/1031296/0001193125-14-125083.txt,2014-04-01,1031296,DEF 14A,FIRSTENERGY CORP,With resolved,"proposal, your board believes that this proposal is not in the best interests of your company or our",esting of equity award policy your board of directors recommends that you vote against this proposal,0
6,edgar/data/1037038/0001193125-14-251224.txt,2014-06-26,1037038,DEF 14A,RALPH LAUREN CORP,With resolved,"proposal, gives our stockholders the opportunity to express their views on our neos compensation. th","philosophy, policies and practices as described herein. our board recommends a vote for the proposal",0
6,edgar/data/1037038/0001193125-14-251224.txt,2014-06-26,1037038,DEF 14A,RALPH LAUREN CORP,With resolved,proposal 4 shareholder proposal regarding human rights report the following stockholder proposal was," considered this stockholder proposal and unanimously recommends that you vote against this proposal",0
11,edgar/data/1039684/0001193125-14-125966.txt,2014-04-01,1039684,DEF 14A,ONEOK INC /NEW/,Without resolved,proposal 1 . you will find in this proxy statement important information about the qualifications an,ders vote in favor of each nominee for re election. ratification of our independent auditor proposal,0
11,edgar/data/1039684/0001193125-14-125966.txt,2014-04-01,1039684,DEF 14A,ONEOK INC /NEW/,Without resolved,"proposal 3 . our shareholders have the opportunity to cast a non binding, advisory vote on our execu",rests of our company or our shareholders and recommends that shareholders vote against this proposal,0
11,edgar/data/1039684/0001193125-14-125966.txt,2014-04-01,1039684,DEF 14A,ONEOK INC /NEW/,Without resolved,proposal requires the affirmative vote of the holders of a majority of the voting power of the share,"nalysis, the compensation tables and the related narrative discussion. 82 table of contents proposal",0
11,edgar/data/1039684/0001193125-14-125966.txt,2014-04-01,1039684,DEF 14A,ONEOK INC /NEW/,Without resolved,"proposal regarding publication of a report on methane emissions information regarding a shareholder ",proposal your board of directors unanimously recommends a vote against the approval of this proposal,0
11,edgar/data/1039684/0001193125-14-125966.txt,2014-04-01,1039684,DEF 14A,ONEOK INC /NEW/,Without resolved,"proposal seeks to impose requirements that exceed existing regulations on disclosure and reporting, ",and entitled to vote at the meeting. abstentions will have the effect of a vote against the proposal,0
11,edgar/data/1039684/0001193125-14-125966.txt,2014-04-01,1039684,DEF 14A,ONEOK INC /NEW/,Without resolved,"proposals the rules of the securities and exchange commission provide when a company must include a ",y k. spencer please fold here do not separate your board of directors recommends a vote for proposal,0
11,edgar/data/1039684/0001193125-14-125966.txt,2014-04-01,1039684,DEF 14A,ONEOK INC /NEW/,Without resolved,proposal 4: 4. a shareholder proposal regarding publication of a report on methane emissions. for ag," the board of directors recommends a vote for the election of directors as proposed and for proposal",0
7,edgar/data/1041024/0001047469-14-003766.txt,2014-04-14,1041024,DEF 14A,"ROCKWELL MEDICAL, INC.",With resolved,proposal relates to the vote standard for director elections and was submitted under rule 14a 8 of t,older proposal the board of directors unanimously recommends a vote against the shareholder proposal,0
10,edgar/data/104169/0001308179-14-000196.txt,2014-04-23,104169,DEF 14A,WAL MART STORES INC,With resolved,proposal when making future decisions regarding executive compensation and when establishing our neo,ssion s compensation disclosure rules. the board recommends that shareholders vote for this proposal,0
7,edgar/data/1047122/0001047122-14-000064.txt,2014-04-25,1047122,DEF 14A,RAYTHEON CO/,With resolved,"proposal item no. 5 on the proxy card the comptroller of the state of new york, 633 third avenue 31s",or this critical governance reform.the board recommends that shareholders vote against this proposal,0
10,edgar/data/1056285/0001193125-14-187169.txt,2014-05-07,1056285,DEF 14A,"KIRKLAND'S, INC",Without resolved,"proposals. in contrast, the ratification of auditors is a discretionary matter, so your broker or no",vote for the election of robert e. alderson and carl t. kirkland to the board of directors. proposal,0
10,edgar/data/1056285/0001193125-14-187169.txt,2014-05-07,1056285,DEF 14A,"KIRKLAND'S, INC",Without resolved,proposal 3 advisory vote related to executive compensation the dodd frank wall street reform and con,cessary to address those concerns. the board of directors recommends that you vote for this proposal,0
10,edgar/data/1056285/0001193125-14-187169.txt,2014-05-07,1056285,DEF 14A,"KIRKLAND'S, INC",Without resolved,proposal reflects the view that majority voting is appropriate for all companies at all times and un," time. the board of directors unanimously recommends that you vote against this shareholder proposal",0
10,edgar/data/1056285/0001193125-14-187169.txt,2014-05-07,1056285,DEF 14A,"KIRKLAND'S, INC",Without resolved,"proposal between march 13, 2015 and april 12, 2015 and certain other conditions provided for in the ",for against abstain the board of directors recommends that you vote against the shareholder proposal,0
7,edgar/data/1060009/0001193125-14-128900.txt,2014-04-03,1060009,DEF 14A,"KINDRED HEALTHCARE, INC",With resolved,"proposal set forth below for consideration at the annual meeting. as of december 2, 2013, pension sy",ectors unanimously recommends that the company s shareholders vote against this shareholder proposal,0
7,edgar/data/1075415/0001047469-14-003981.txt,2014-04-21,1075415,DEF 14A,SENIOR HOUSING PROPERTIES TRUST,Without resolved,proposals to be voted on at the 2014 annual meeting of shareholders and what are the voting standard,y s declaration of trust to permit the annual election of all trustees vote in favor of the proposal,0
7,edgar/data/1075415/0001047469-14-003981.txt,2014-04-21,1075415,DEF 14A,SENIOR HOUSING PROPERTIES TRUST,Without resolved,proposal; or abstain from voting on the proposal. the board recommends a vote for the approval of th,"ard recommends a vote for the ratification. majority of votes cast as an advisory vote, the proposal",0
7,edgar/data/1075415/0001047469-14-003981.txt,2014-04-21,1075415,DEF 14A,SENIOR HOUSING PROPERTIES TRUST,Without resolved,"proposal 1 and for proposals 2, 3 and 4. the board of trustees recommends a vote for the following p"," to serve for the 2014 fiscal year. the board of trustees recommends a vote for each of the proposal",0
10,edgar/data/109380/0000109380-14-000060.txt,2014-04-17,109380,DEF 14A,ZIONS BANCORPORATION /UT/,Without resolved,proposal requesting that the board adopt a policy requiring that the chairman of the board be an ind,n 2013 and 2010. for more information about the board s recommendation to vote against such proposal,0
10,edgar/data/109380/0000109380-14-000060.txt,2014-04-17,109380,DEF 14A,ZIONS BANCORPORATION /UT/,Without resolved,proposalsproposal 1: nomination and election of directorsthe following nine persons are nominated fo,able of contentsthe affirmative vote of a majority of votes validly cast for or against the proposal,0
10,edgar/data/109380/0000109380-14-000060.txt,2014-04-17,109380,DEF 14A,ZIONS BANCORPORATION /UT/,Without resolved,proposal 3: advisory nonbinding vote regarding 2013 executive compensation say on pay we are require,ty of votes validly cast for or against the resolution will be required for approval of the proposal,0
10,edgar/data/109380/0000109380-14-000060.txt,2014-04-17,109380,DEF 14A,ZIONS BANCORPORATION /UT/,Without resolved,proposal 4: shareholder proposal regarding policy to require board chairman independencegerald r. ar,oard of directors the board has considered this proposal and recommends a vote against this proposal,0
10,edgar/data/109380/0000109380-14-000060.txt,2014-04-17,109380,DEF 14A,ZIONS BANCORPORATION /UT/,Without resolved,"proposals in 2013 and 2010during 2013, as part of its ongoing review of our corporate governance pra"," at the annual meeting, the board unanimously recommends that shareholders vote against the proposal",0
9,edgar/data/1103982/0001193125-14-125049.txt,2014-04-01,1103982,DEF 14A,"Mondelez International, Inc.",Without resolved,proposal: report on packaging 87 other matters that may be presented at the annual meeting 89 freque,coopers llp as independent registered public accountants for 2014 for 86 item 5 shareholder proposal,0
9,edgar/data/1103982/0001193125-14-125049.txt,2014-04-01,1103982,DEF 14A,"Mondelez International, Inc.",Without resolved,"proposal. however, if our shareholders do not ratify the selection, the audit committee may investig",l z international s independent registered public accountants for 2014. item 5: shareholder proposal,0
9,edgar/data/1103982/0001193125-14-125049.txt,2014-04-01,1103982,DEF 14A,"Mondelez International, Inc.",Without resolved,"proposal item 5 , along with the supporting statement of the shareholder proponent. mondel z interna",n these proposals and supporting statements. the board recommends that you vote against the proposal,0
9,edgar/data/1103982/0001193125-14-125049.txt,2014-04-01,1103982,DEF 14A,"Mondelez International, Inc.",Without resolved,proposal adoption and implementation of this shareholder proposal is unnecessary and would be duplic,ging s carbon footprint compared to the glass jar. the board recommends a vote against this proposal,0
9,edgar/data/1103982/0001193125-14-125049.txt,2014-04-01,1103982,DEF 14A,"Mondelez International, Inc.",Without resolved,proposals: 1. election of directors for against abstain nominees: 1a. stephen f. bollenbach 1b. lewi,"r ending december 31, 2014 the board of directors recommends you vote against the following proposal",0
7,edgar/data/1105705/0001206774-14-001297.txt,2014-04-21,1105705,DEF 14A,TIME WARNER INC.,With resolved,proposals proposal 3: annual advisory vote to approve namedexecutive officer compensation the compan," majority of the votes duly cast by the holders of common stock is required to approve this proposal",0
6,edgar/data/1108827/0001108827-14-000024.txt,2014-04-03,1108827,DEF 14A,"QEP RESOURCES, INC.",Without resolved,proposal requesting board declassification 52other matters53annual report and 2013 form 10 k53shareh,"ublic accounting firm; and4.for the approval by non binding advisory vote, of a shareholder proposal",0
6,edgar/data/1108827/0001108827-14-000024.txt,2014-04-03,1108827,DEF 14A,"QEP RESOURCES, INC.",Without resolved,"proposal will be approved on an advisory basis if it receives the affirmative vote of a majority of ",nt to a vote against this proposal.the board of directors recommends that you vote for this proposal,0
6,edgar/data/1108827/0001108827-14-000024.txt,2014-04-03,1108827,DEF 14A,"QEP RESOURCES, INC.",Without resolved,proposal to amend the company s certificate of incorporation to implement annual electionsput forwar,endment for it to become effective.the board of directors recommends that you vote for this proposal,0
9,edgar/data/1109357/0001193125-14-128137.txt,2014-04-02,1109357,DEF 14A,EXELON CORP,With resolved,proposal 3: advisory vote on executive compensation we are providing shareholders with an annual adv," the other related tables and disclosure. the board of directors recommends a vote for this proposal",0
9,edgar/data/1109357/0001193125-14-128137.txt,2014-04-02,1109357,DEF 14A,EXELON CORP,With resolved,"proposal, no incentive awards will be made for 2014 under the plan. the compensation and leadership ",ice of the annual meeting and 2014 proxy statement 83 table of contents vote on shareholder proposal,0
19,edgar/data/1122304/0001193125-14-148633.txt,2014-04-18,1122304,DEF 14A,AETNA INC /PA/,With resolved,proposal at the annual meeting. the proposal is included in this proxy statement pursuant to the rul," proposal if it is introduced at the 2014 annual meeting and recommends a vote against this proposal",0
19,edgar/data/1122304/0001193125-14-148633.txt,2014-04-18,1122304,DEF 14A,AETNA INC /PA/,With resolved,proposal at the annual meeting. the proposal is included in this proxy statement pursuant to the rul," proposal if it is introduced at the 2014 annual meeting and recommends a vote against this proposal",0
19,edgar/data/1122304/0001193125-14-148633.txt,2014-04-18,1122304,DEF 14A,AETNA INC /PA/,With resolved,proposal at the annual meeting. the proposal is included in this proxy statement pursuant to the rul," proposal if it is introduced at the 2014 annual meeting and recommends a vote against this proposal",0
7,edgar/data/1124827/0001193125-14-198677.txt,2014-05-14,1124827,DEF 14A,UTi WORLDWIDE INC,Without resolved,proposals to come before the meeting. for more information about this agreement and certain limitati,vote on the approval of the 2019 notes flexible settlement feature proposal 4 . for each of proposal,0
7,edgar/data/1124827/0001193125-14-198677.txt,2014-05-14,1124827,DEF 14A,UTi WORLDWIDE INC,Without resolved,"proposal 2 as described in the compensation discussion and analysis section of this proxy statement ",ensation programs. the board of directors recommends a vote for the resolution set forth in proposal,0
7,edgar/data/1124827/0001193125-14-198677.txt,2014-05-14,1124827,DEF 14A,UTi WORLDWIDE INC,Without resolved,proposal 3 the audit committee has selected deloitte to act as independent registered public account,ction with the potential conversion of the company s 4.50 convertible senior notes due 2019 proposal,0
7,edgar/data/1124827/0001193125-14-198677.txt,2014-05-14,1124827,DEF 14A,UTi WORLDWIDE INC,Without resolved,proposal 4. the description above is a summary containing basic information about the 2019 notes and,ential conversion of the company s 4.50 convertible senior notes due 2019 described in this proposal,0
7,edgar/data/1124827/0001193125-14-198677.txt,2014-05-14,1124827,DEF 14A,UTi WORLDWIDE INC,Without resolved,proposals under the proposal procedures in order to comply with the proposal procedures currently in,ainst abstain eric w. kirchner leon j. level the board of directors recommends you vote for proposal,0
7,edgar/data/1124827/0001193125-14-198677.txt,2014-05-14,1124827,DEF 14A,UTi WORLDWIDE INC,Without resolved,"proposal 1, for proposal 2, for proposal 3 and for proposal 4 on the reverse side. in addition, this",ainst abstain eric w. kirchner leon j. level the board of directors recommends you vote for proposal,0
10,edgar/data/1156039/0001193125-14-126150.txt,2014-04-01,1156039,DEF 14A,"WELLPOINT, INC",Without resolved,proposal set forth in the accompanying proxy statement. 5 to transact such other business as may pro,r advisory vote to approve the compensation of our named executive officers for shareholder proposal,0
10,edgar/data/1156039/0001193125-14-126150.txt,2014-04-01,1156039,DEF 14A,"WELLPOINT, INC",Without resolved,proposal no. 4 shareholder proposal to request the board of directors to amend the by laws to prohib,bit political contributions continued the board of directors recommends a vote against this proposal,0
10,edgar/data/1156039/0001193125-14-126150.txt,2014-04-01,1156039,DEF 14A,"WELLPOINT, INC",Without resolved,proposal would be contrary to the best interests of the company and its shareholders. the approval o,"tion for the reasons described above, the board of directors recommends a vote against this proposal",0
10,edgar/data/1156039/0001193125-14-126150.txt,2014-04-01,1156039,DEF 14A,"WELLPOINT, INC",Without resolved,proposals the board of directors recommends a vote for proposals 2 and 3. 2. to ratify the appointme," our named executive officers. c proposals the board of directors recommends a vote against proposal",0
7,edgar/data/1166691/0001193125-14-140732.txt,2014-04-11,1166691,DEF 14A,COMCAST CORP,Without resolved,"proposal, under the rules of the sec, this vote is advisory in nature and therefore is not binding o",roval of the compensation of our named executive officers. 28 table of contents shareholder proposal,0
7,edgar/data/1166691/0001193125-14-140732.txt,2014-04-11,1166691,DEF 14A,COMCAST CORP,Without resolved,"proposals. the proponent of each proposal has represented to us that the proponent has continuously "," statement. following each proposal, we explain why our board recommends a vote against the proposal",0
7,edgar/data/1166691/0001193125-14-140732.txt,2014-04-11,1166691,DEF 14A,COMCAST CORP,Without resolved,proposal we believe that it is both important and appropriate to communicate with lawmakers and regu,"rs. for these reasons, our board unanimously recommends that shareholders vote against this proposal",0
7,edgar/data/1166691/0001193125-14-140732.txt,2014-04-11,1166691,DEF 14A,COMCAST CORP,Without resolved,proposal we believe that our current equity compensation program design with respect to the treatmen,"ol. for these reasons, our board unanimously recommends that shareholders vote against this proposal",0
7,edgar/data/1166691/0001193125-14-140732.txt,2014-04-11,1166691,DEF 14A,COMCAST CORP,Without resolved,proposals the board of directors recommends a vote for all the nominees listed in proposal 1: 1. ele,2 dr. judith rodin b shareholder proposals the board of directors recommends a vote against proposal,0
7,edgar/data/1357231/0001357231-14-000035.txt,2014-04-25,1357231,DEF 14A,"Solera National Bancorp, Inc.",Without resolved,proposal one: election of directors8 corporate governance12 report of the audit committee of the boa,vote for each of the board s 11 nominees for director on the enclosed white proxy card. see proposal,0
7,edgar/data/1357231/0001357231-14-000035.txt,2014-04-25,1357231,DEF 14A,"Solera National Bancorp, Inc.",Without resolved,proposal two of this proxy statement . how do i vote you may vote in any of three ways: you may vote," as our independent registered public accounting firm for 2014, and against the shareholder proposal",0
7,edgar/data/1357231/0001357231-14-000035.txt,2014-04-25,1357231,DEF 14A,"Solera National Bancorp, Inc.",Without resolved,"proposal three:shareholder proposal to amend the bylaws on february 21, 2014, the company received n","ively offer. accordingly, the board of directors unanimously recommends a vote against this proposal",0
14,edgar/data/1424847/0001193125-14-130700.txt,2014-04-04,1424847,DEF 14A,"LORILLARD, INC.",Without resolved,"proposal on disclosure of lobbying policies and practices, if properly presented at the annual meeti",che llp as the company s independent registered public accounting firm for 61 5 shareholder proposal,0
14,edgar/data/1424847/0001193125-14-130700.txt,2014-04-04,1424847,DEF 14A,"LORILLARD, INC.",Without resolved,proposal on additional disclosure of the health risks of smoking against 68 casting your vote how to,one year terms pursuant to the company s amended and restated certificate of incorporation. proposal,0
14,edgar/data/1424847/0001193125-14-130700.txt,2014-04-04,1424847,DEF 14A,"LORILLARD, INC.",Without resolved,proposal. key performance highlights for 2013 table of contents annual net sales reached a record 6.,e changes described more fully in the proxy statement. the board recommends a vote for this proposal,0
14,edgar/data/1424847/0001193125-14-130700.txt,2014-04-04,1424847,DEF 14A,"LORILLARD, INC.",Without resolved,proposal no. 4 ratification of independent registered public accounting firm see page 61 the audit c,che llp s fees for services provided in 2012 and 2013. the board recommends a vote for this proposal,0
14,edgar/data/1424847/0001193125-14-130700.txt,2014-04-04,1424847,DEF 14A,"LORILLARD, INC.",Without resolved,proposals no. 5 and 6 shareholder proposals see pages 65 and 68 the company has received two shareho,"y federal statutes, rules and regulations. the board recommends votes against both of these proposal",0
14,edgar/data/1424847/0001193125-14-130700.txt,2014-04-04,1424847,DEF 14A,"LORILLARD, INC.",Without resolved,"proposal nos. 1, 2, 3, 5 and 6 in the proxy statement as non routine matters which prevents banks an",touche llp as the company s independent registered public accounting firm for 5 shareholder proposal,0
14,edgar/data/1424847/0001193125-14-130700.txt,2014-04-04,1424847,DEF 14A,"LORILLARD, INC.",Without resolved,proposal no. 5 shareholder proposal on disclosure of lobbying policies and practices the province of," response the board of directors unanimously recommends that shareholders vote against this proposal",0
14,edgar/data/1424847/0001193125-14-130700.txt,2014-04-04,1424847,DEF 14A,"LORILLARD, INC.",Without resolved,"proposal that this information is already easily obtained by citing the company s lobbying expenses "," the vote. for the foregoing reasons, the board of directors recommends a vote against this proposal",0
14,edgar/data/1424847/0001193125-14-130700.txt,2014-04-04,1424847,DEF 14A,"LORILLARD, INC.",Without resolved,proposal no. 6 shareholder proposal on additional disclosure of the health risks of smoking catholic," response the board of directors unanimously recommends that shareholders vote against this proposal",0
14,edgar/data/1424847/0001193125-14-130700.txt,2014-04-04,1424847,DEF 14A,"LORILLARD, INC.",Without resolved,"proposal related to the company s involvement in informing the public, including low income and less"," the vote. for the foregoing reasons, the board of directors recommends a vote against this proposal",0
14,edgar/data/1424847/0001193125-14-130700.txt,2014-04-04,1424847,DEF 14A,"LORILLARD, INC.",Without resolved,"proposals the board of directors recommends a vote for proposals 1 4 and against proposals 5 and 6. "," approval of the 2008 incentive compensation plan as amended and restated; 4 a vote for the proposal",0
12,edgar/data/18926/0001193125-14-145331.txt,2014-04-16,18926,DEF 14A,"CENTURYLINK, INC",With resolved,proposal and has furnished the following statement in support of the proposal . we take no responsib,shares they receive in equity compensation. the board recommends that you vote against this proposal,0
8,edgar/data/27419/0001308179-14-000217.txt,2014-05-19,27419,DEF 14A,TARGET CORP,Without resolved,"proposal to eliminate perquisites richard j. will, 14106 ann s choice way, warminster, pa 18974, who",try peers. the board of directors recommends that shareholders vote against the shareholder proposal,0
8,edgar/data/27419/0001308179-14-000217.txt,2014-05-19,27419,DEF 14A,TARGET CORP,Without resolved,proposal topic won 50 plus support at 5 major u.s. companies in 2013 including 73 support at netflix,anent ceo. the board of directors recommends that shareholders vote against the shareholder proposal,0
8,edgar/data/27419/0001308179-14-000217.txt,2014-05-19,27419,DEF 14A,TARGET CORP,Without resolved,"proposal to adopt a policy prohibiting discrimination against or for persons thomas strobhar, 2121 u",reholders. the board of directors recommends that shareholders vote against the shareholder proposal,6
9,edgar/data/310158/0001308179-14-000167.txt,2014-04-14,310158,DEF 14A,Merck & Co. Inc.,With resolved,proposals proposal 4. shareholder proposal concerning shareholders right to act by written consent w,olders in a fair and balanced manner. the board of directors recommends a vote against this proposal,0
9,edgar/data/310158/0001308179-14-000167.txt,2014-04-14,310158,DEF 14A,Merck & Co. Inc.,With resolved,"proposal 5. shareholder proposal concerning special shareowner meetings kenneth steiner, of great ne",the company from abuse of this right. the board of directors recommends a vote against this proposal,0
7,edgar/data/313616/0001193125-14-126581.txt,2014-04-02,313616,DEF 14A,DANAHER CORP /DE/,With resolved,proposal requesting that danaher issue report disclosing political expenditure policies and direct a,rs: the board of directors of danaher unanimously recommends that shareholders vote against proposal,0
8,edgar/data/34088/0001193125-14-139818.txt,2014-04-11,34088,DEF 14A,EXXON MOBIL CORP,With resolved,"proposal was submitted by the united brotherhood of carpenters pension fund, 101 constitution avenue",ompanies and establish a majority vote standard. the board recommends you vote against this proposal,0
8,edgar/data/34088/0001193125-14-139818.txt,2014-04-11,34088,DEF 14A,EXXON MOBIL CORP,With resolved,"proposal was submitted by mr. kenneth steiner, 14 stoner ave., 2m, great neck, ny 11021, the benefic",r value. curb excessive directorships proposal 5 the board recommends you vote against this proposal,0
12,edgar/data/354950/0001193125-14-133653.txt,2014-04-07,354950,DEF 14A,HOME DEPOT INC,With resolved,"proposal regarding special shareholder meetings item 4 on the proxy card ms. myra k. young, located ",ng special shareholder meetings the board recommends that you vote against this shareholder proposal,0
6,edgar/data/56873/0001206774-14-001624.txt,2014-05-14,56873,DEF 14A,KROGER CO,With resolved,"proposal item no. 5 we have been notified by five shareholders, the names and shareholdings of which",areholders to vote for this proposal. the board of directors recommends a vote against this proposal,0
8,edgar/data/60667/0001193125-14-141985.txt,2014-04-14,60667,DEF 14A,LOWES COMPANIES INC,Without resolved,proposals. approval of the other proposals and any other matter properly brought before the annual m," independent registered public accounting firm for fiscal 2014; and against the shareholder proposal",0
8,edgar/data/60667/0001193125-14-141985.txt,2014-04-14,60667,DEF 14A,LOWES COMPANIES INC,Without resolved,proposal two requires the affirmative vote of a majority of the votes cast on the proposal at the me," directors will be so voted unless shareholders specify in their proxies a contrary choice. proposal",0
8,edgar/data/60667/0001193125-14-141985.txt,2014-04-14,60667,DEF 14A,LOWES COMPANIES INC,Without resolved,"proposal four: ratification of the appointment of independent registered public accounting firm the "," directors will be so voted unless shareholders specify in their proxies a contrary choice. proposal",0
8,edgar/data/60667/0001193125-14-141985.txt,2014-04-14,60667,DEF 14A,LOWES COMPANIES INC,Without resolved,proposal regarding report on impact of sustainability policy the national center for public policy r," voting against the proposal. unless otherwise specified, proxies will be voted against the proposal",0
8,edgar/data/60667/0001193125-14-141985.txt,2014-04-14,60667,DEF 14A,LOWES COMPANIES INC,Without resolved,"proposal. lowe s board of directors has carefully considered this proposal and, while it agrees with","y benefits produced by these efforts. accordingly, the board recommends a vote against this proposal",0
8,edgar/data/60667/0001193125-14-141985.txt,2014-04-14,60667,DEF 14A,LOWES COMPANIES INC,Without resolved,"proposal: to ensure that the company s sustainability policies, practices and procedures are not und","l unnecessary. for all these reasons, the board of directors recommends a vote against this proposal",0
8,edgar/data/60667/0001193125-14-141985.txt,2014-04-14,60667,DEF 14A,LOWES COMPANIES INC,Without resolved,proposals: for against abstain 2. approval of the company s amended and restated 2006 long term ince,g firm for fiscal 2014. lowe s board of directors recommends you vote against the following proposal,0
9,edgar/data/63908/0001193125-14-140308.txt,2014-04-11,63908,DEF 14A,MCDONALDS CORP,Without resolved,"proposals board vote recommendation page reference for more detail election of eight directors, each","ash incentive plan, for the approval of the independent auditor and against the shareholder proposal",0
