num_pages_with_shareholder_proposal,Filename,Date Filed,CIK,Form Type,Company Name
1,edgar/data/1056087/0001193125-14-125992.txt,2014-04-01,1056087,DEF 14A,MCCLATCHY CO
10,edgar/data/1056285/0001193125-14-187169.txt,2014-05-07,1056285,DEF 14A,"KIRKLAND'S, INC"
0,edgar/data/105634/0001571049-14-001341.txt,2014-04-29,105634,DEF 14A,EMCOR GROUP INC
0,edgar/data/1056358/0001140361-14-016735.txt,2014-04-15,1056358,DEF 14A,MANNATECH INC
0,edgar/data/1056386/0001571049-14-001094.txt,2014-04-09,1056386,DEF 14A,INTERNAP NETWORK SERVICES CORP
2,edgar/data/1056696/0001193125-14-139743.txt,2014-04-11,1056696,DEF 14A,MANHATTAN ASSOCIATES INC
1,edgar/data/1056923/0001047469-14-003536.txt,2014-04-08,1056923,DEF 14A,DATALINK CORP
3,edgar/data/1056943/0001193125-14-130770.txt,2014-04-04,1056943,DEF 14A,PEOPLES FINANCIAL SERVICES CORP.
0,edgar/data/1057058/0001144204-14-020429.txt,2014-04-03,1057058,DEF 14A,"Waste Connections, Inc."
0,edgar/data/1057083/0001193125-14-169388.txt,2014-04-30,1057083,DEF 14A,PC TEL INC
0,edgar/data/1057352/0001057352-14-000030.txt,2014-04-11,1057352,DEF 14A,COSTAR GROUP INC
0,edgar/data/1057436/0001193125-14-139536.txt,2014-04-11,1057436,DEF 14A,"STRATEGIC HOTELS & RESORTS, INC"
0,edgar/data/1057706/0001193125-14-147117.txt,2014-04-17,1057706,DEF 14A,FIRST BANCORP /PR/
0,edgar/data/1057758/0001206774-14-001385.txt,2014-04-28,1057758,DEF 14A,tw telecom inc.
0,edgar/data/1057861/0001057861-14-000007.txt,2014-06-18,1057861,DEF 14A,DREYFUS HIGH YIELD STRATEGIES FUND
0,edgar/data/1057877/0001571049-14-001018.txt,2014-04-02,1057877,DEF 14A,IDACORP INC
3,edgar/data/1058057/0001193125-14-204833.txt,2014-05-19,1058057,DEF 14A,MARVELL TECHNOLOGY GROUP LTD
1,edgar/data/1058234/0001193125-14-235970.txt,2014-06-13,1058234,DEF 14A,"BLACKROCK MUNIHOLDINGS QUALITY FUND, INC."
0,edgar/data/1058290/0001193125-14-147379.txt,2014-04-17,1058290,DEF 14A,COGNIZANT TECHNOLOGY SOLUTIONS CORP
0,edgar/data/1058623/0001193125-14-149683.txt,2014-04-21,1058623,DEF 14A,CUMULUS MEDIA INC
0,edgar/data/1058811/0001193125-14-152756.txt,2014-04-22,1058811,DEF 14A,IMMERSION CORP
0,edgar/data/1059562/0001059562-14-000006.txt,2014-04-30,1059562,DEF 14A,LMI AEROSPACE INC
0,edgar/data/1059784/0001554795-14-000258.txt,2014-04-01,1059784,DEF 14A,GENEREX BIOTECHNOLOGY CORP
0,edgar/data/1059790/0001193125-14-149711.txt,2014-04-21,1059790,DEF 14A,POZEN INC /NC
7,edgar/data/1060009/0001193125-14-128900.txt,2014-04-03,1060009,DEF 14A,"KINDRED HEALTHCARE, INC"
0,edgar/data/1060219/0001554795-14-000277.txt,2014-04-09,1060219,DEF 14A,SALISBURY BANCORP INC
0,edgar/data/1060349/0001060349-14-000015.txt,2014-04-24,1060349,DEF 14A,"GAMCO INVESTORS, INC. ET AL"
0,edgar/data/1060426/0001096906-14-000521.txt,2014-04-23,1060426,DEF 14A,"AOXING PHARMACEUTICAL COMPANY, INC."
0,edgar/data/1060736/0001193125-14-133782.txt,2014-04-07,1060736,DEF 14A,SEATTLE GENETICS INC /WA
1,edgar/data/1060822/0001193125-14-137207.txt,2014-04-09,1060822,DEF 14A,CARTERS INC
0,edgar/data/1060990/0001193125-14-164747.txt,2014-04-29,1060990,DEF 14A,QUICKSILVER RESOURCES INC
0,edgar/data/1061027/0001193125-14-157262.txt,2014-04-24,1061027,DEF 14A,SUNESIS PHARMACEUTICALS INC
0,edgar/data/1061630/0001193125-14-154988.txt,2014-04-23,1061630,DEF 14A,"BLACKSTONE MORTGAGE TRUST, INC."
0,edgar/data/1061983/0001193125-14-129756.txt,2014-04-03,1061983,DEF 14A,CYTOKINETICS INC
0,edgar/data/1062273/0001144204-14-027284.txt,2014-05-02,1062273,DEF 14A,SpendSmart Payments Co
0,edgar/data/1062292/0001144204-14-023411.txt,2014-04-17,1062292,DEF 14A,XO GROUP INC.
0,edgar/data/1062478/0001193125-14-140523.txt,2014-04-11,1062478,DEF 14A,ACTUATE CORP
0,edgar/data/1062530/0001104659-14-027300.txt,2014-04-11,1062530,DEF 14A,DIGITAL RIVER INC /DE
0,edgar/data/1063197/0001437749-14-007360.txt,2014-04-29,1063197,DEF 14A,TORVEC INC
0,edgar/data/1063344/0001063344-14-000016.txt,2014-04-17,1063344,DEF 14A,HERSHA HOSPITALITY TRUST
0,edgar/data/1063537/0001140361-14-017050.txt,2014-04-18,1063537,DEF 14A,RiceBran Technologies
0,edgar/data/1065087/0001144204-14-024898.txt,2014-04-25,1065087,DEF 14A,ALBANY MOLECULAR RESEARCH INC
2,edgar/data/1065201/0001193125-14-161513.txt,2014-04-28,1065201,DEF 14A,AMERINST INSURANCE GROUP LTD
2,edgar/data/1065280/0001193125-14-163399.txt,2014-04-28,1065280,DEF 14A,NETFLIX INC
0,edgar/data/1065837/0001193125-14-172215.txt,2014-04-30,1065837,DEF 14A,SKECHERS USA INC
0,edgar/data/1065860/0001104659-14-032644.txt,2014-04-30,1065860,DEF 14A,LIME ENERGY CO.
0,edgar/data/1066104/0001193125-14-172356.txt,2014-04-30,1066104,DEF 14A,CORPORATE EXECUTIVE BOARD CO
0,edgar/data/106618/0001437749-14-006256.txt,2014-04-07,106618,DEF 14A,HANDY & HARMAN LTD.
0,edgar/data/1066551/0001010549-14-000154.txt,2014-04-01,1066551,DEF 14A,"SUN RIVER ENERGY, INC"
0,edgar/data/1066605/0001193125-14-148801.txt,2014-04-18,1066605,DEF 14A,HEIDRICK & STRUGGLES INTERNATIONAL INC
1,edgar/data/1067442/0001104659-14-041744.txt,2014-05-27,1067442,DEF 14A,PRUDENTIAL INVESTMENT PORTFOLIOS 16
0,edgar/data/1068875/0001193125-14-150752.txt,2014-04-21,1068875,DEF 14A,"BLUCORA, INC."
0,edgar/data/1069183/0001193125-14-131141.txt,2014-04-04,1069183,DEF 14A,TASER INTERNATIONAL INC
0,edgar/data/1069202/0001193125-14-125967.txt,2014-04-01,1069202,DEF 14A,LENNOX INTERNATIONAL INC
0,edgar/data/1069258/0001047469-14-003722.txt,2014-04-11,1069258,DEF 14A,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC."
1,edgar/data/1069308/0001193125-14-193411.txt,2014-05-12,1069308,DEF 14A,"Opexa Therapeutics, Inc."
0,edgar/data/1069530/0001069530-14-000012.txt,2014-04-07,1069530,DEF 14A,PAIN THERAPEUTICS INC
0,edgar/data/1070295/0001493152-14-001281.txt,2014-04-29,1070295,DEF 14A,CAPITOL CITY BANCSHARES INC
1,edgar/data/1070296/0001193125-14-138484.txt,2014-04-10,1070296,DEF 14A,FIRST CAPITAL INC
0,edgar/data/1070336/0001193125-14-149059.txt,2014-04-18,1070336,DEF 14A,ACHILLION PHARMACEUTICALS INC
0,edgar/data/1070494/0001193125-14-154967.txt,2014-04-23,1070494,DEF 14A,ACADIA PHARMACEUTICALS INC
0,edgar/data/1070523/0001174947-14-000166.txt,2014-04-11,1070523,DEF 14A,COMMUNITY SHORES BANK CORP
0,edgar/data/1070680/0001070680-14-000013.txt,2014-04-22,1070680,DEF 14A,CENTRAL FEDERAL CORP
0,edgar/data/1070698/0001070698-14-000032.txt,2014-06-17,1070698,DEF 14A,Raptor Pharmaceutical Corp
0,edgar/data/1070750/0001193125-14-131116.txt,2014-04-04,1070750,DEF 14A,"HOST HOTELS & RESORTS, INC."
0,edgar/data/1070985/0001193125-14-129746.txt,2014-04-03,1070985,DEF 14A,CORRECTIONS CORP OF AMERICA
1,edgar/data/1071336/0001193125-14-240359.txt,2014-06-18,1071336,DEF 14A,NUVEEN INVESTMENT TRUST III
0,edgar/data/1071625/0001047469-14-003590.txt,2014-04-09,1071625,DEF 14A,DOVER SADDLERY INC
1,edgar/data/1071899/0001193125-14-235970.txt,2014-06-13,1071899,DEF 14A,"BLACKROCK MUNIHOLDINGS QUALITY FUND II, INC."
0,edgar/data/1071993/0001071993-14-000014.txt,2014-04-11,1071993,DEF 14A,CONTANGO OIL & GAS CO
2,edgar/data/1072627/0001072627-14-000038.txt,2014-04-30,1072627,DEF 14A,KINGSWAY FINANCIAL SERVICES INC
0,edgar/data/1072627/0001072627-14-000059.txt,2014-06-04,1072627,DEF 14A,KINGSWAY FINANCIAL SERVICES INC
0,edgar/data/107263/0001193125-14-140575.txt,2014-04-11,107263,DEF 14A,WILLIAMS COMPANIES INC
1,edgar/data/1073475/0001104659-14-025397.txt,2014-04-03,1073475,DEF 14A,CITIZENS FIRST CORP
2,edgar/data/1074769/0001193125-14-236554.txt,2014-06-16,1074769,DEF 14A,NUVEEN NEW YORK DIVIDEND ADVANTAGE MUNICIPAL FUND
1,edgar/data/1074952/0001193125-14-241379.txt,2014-06-19,1074952,DEF 14A,NUVEEN CALIFORNIA DIVIDEND ADVANTAGE MUNICIPAL FUND
7,edgar/data/1075415/0001047469-14-003981.txt,2014-04-21,1075415,DEF 14A,SENIOR HOUSING PROPERTIES TRUST
0,edgar/data/1075531/0001075531-14-000018.txt,2014-04-22,1075531,DEF 14A,Priceline Group Inc.
0,edgar/data/1076481/0001193125-14-158244.txt,2014-04-25,1076481,DEF 14A,SEQUENOM INC
1,edgar/data/1076930/0001193125-14-143904.txt,2014-04-15,1076930,DEF 14A,GSI GROUP INC
0,edgar/data/1077183/0001193125-14-170988.txt,2014-04-30,1077183,DEF 14A,NEOGENOMICS INC
0,edgar/data/1077370/0001437749-14-006071.txt,2014-04-03,1077370,DEF 14A,Internet Patents Corp
0,edgar/data/1077428/0001193125-14-137812.txt,2014-04-10,1077428,DEF 14A,TEXAS CAPITAL BANCSHARES INC/TX
0,edgar/data/1077688/0001185185-14-001133.txt,2014-05-02,1077688,DEF 14A,HOOKER FURNITURE CORP
1,edgar/data/1078207/0001078207-14-000006.txt,2014-04-02,1078207,DEF 14A,"NAUTILUS, INC."
0,edgar/data/1080014/0001047469-14-003812.txt,2014-04-15,1080014,DEF 14A,THERAVANCE INC
0,edgar/data/1080056/0001193125-14-160141.txt,2014-04-25,1080056,DEF 14A,"THESTREET, INC."
0,edgar/data/1080340/0001144204-14-037873.txt,2014-06-16,1080340,DEF 14A,"MANHATTAN BRIDGE CAPITAL, INC"
0,edgar/data/1080657/0001080657-14-000003.txt,2014-04-28,1080657,DEF 14A,"NETREIT, INC."
0,edgar/data/1080657/0001080657-14-000004.txt,2014-04-28,1080657,DEF 14A,"NETREIT, INC."
0,edgar/data/1080709/0001193125-14-166810.txt,2014-04-29,1080709,DEF 14A,ARENA PHARMACEUTICALS INC
0,edgar/data/1080720/0001133228-14-001318.txt,2014-04-01,1080720,DEF 14A,GABELLI UTILITY TRUST
0,edgar/data/1082038/0001193125-14-154597.txt,2014-04-23,1082038,DEF 14A,DURECT CORP
0,edgar/data/1082324/0001140361-14-016513.txt,2014-04-11,1082324,DEF 14A,VirnetX Holding Corp
0,edgar/data/1082510/0001140361-14-015625.txt,2014-04-03,1082510,DEF 14A,UIL HOLDINGS CORP
3,edgar/data/1082754/0001193125-14-136413.txt,2014-04-09,1082754,DEF 14A,TEAM HEALTH HOLDINGS INC.
0,edgar/data/1082923/0001140361-14-017574.txt,2014-04-25,1082923,DEF 14A,STAMPS.COM INC
0,edgar/data/1083643/0001083643-14-000010.txt,2014-04-11,1083643,DEF 14A,"FAUQUIER BANKSHARES, INC."
0,edgar/data/1083689/0000948520-14-000006.txt,2014-04-07,1083689,DEF 14A,SOUTHCOAST FINANCIAL CORP
1,edgar/data/1083839/0001193125-14-236561.txt,2014-06-16,1083839,DEF 14A,NUVEEN DIVIDEND ADVANTAGE MUNICIPAL FUND
1,edgar/data/108385/0000108385-14-000026.txt,2014-06-30,108385,DEF 14A,WORLD ACCEPTANCE CORP
0,edgar/data/1084554/0001062993-14-002328.txt,2014-04-23,1084554,DEF 14A,LIGHTBRIDGE Corp
0,edgar/data/1084961/0001193125-14-152691.txt,2014-04-22,1084961,DEF 14A,ENCORE CAPITAL GROUP INC
3,edgar/data/1084991/0001084991-14-000014.txt,2014-04-22,1084991,DEF 14A,NATURAL GAS SERVICES GROUP INC
0,edgar/data/1085621/0001193125-14-165176.txt,2014-04-29,1085621,DEF 14A,"ICG GROUP, INC."
1,edgar/data/1085706/0001085706-14-000011.txt,2014-04-25,1085706,DEF 14A,"METRO BANCORP, INC."
0,edgar/data/1085770/0001047469-14-004131.txt,2014-04-24,1085770,DEF 14A,MOVE INC
0,edgar/data/1085869/0001085869-14-000012.txt,2014-04-14,1085869,DEF 14A,PERFICIENT INC
0,edgar/data/1085913/0001140361-14-017070.txt,2014-04-18,1085913,DEF 14A,FARMERS & MERCHANTS BANCORP
3,edgar/data/1086222/0001193125-14-128020.txt,2014-04-02,1086222,DEF 14A,AKAMAI TECHNOLOGIES INC
1,edgar/data/1086745/0001144204-14-025401.txt,2014-04-28,1086745,DEF 14A,WPCS INTERNATIONAL INC
0,edgar/data/1086745/0001144204-14-033955.txt,2014-05-28,1086745,DEF 14A,WPCS INTERNATIONAL INC
0,edgar/data/1087423/0001193125-14-249099.txt,2014-06-25,1087423,DEF 14A,RED HAT INC
0,edgar/data/1087432/0001193125-14-149083.txt,2014-04-18,1087432,DEF 14A,INTERMUNE INC
0,edgar/data/108772/0001206774-14-001155.txt,2014-04-07,108772,DEF 14A,XEROX CORP
2,edgar/data/1087786/0001193125-14-244139.txt,2014-06-23,1087786,DEF 14A,NUVEEN NEW JERSEY DIVIDEND ADVANTAGE MUNICIPAL FUND
0,edgar/data/1087934/0001193125-14-162874.txt,2014-04-28,1087934,DEF 14A,"inContact, Inc."
0,edgar/data/1088825/0001088825-14-000058.txt,2014-06-02,1088825,DEF 14A,TIVO INC
0,edgar/data/1088856/0001193125-14-133520.txt,2014-04-07,1088856,DEF 14A,CORCEPT THERAPEUTICS INC
0,edgar/data/1089063/0001193125-14-155549.txt,2014-04-24,1089063,DEF 14A,DICKS SPORTING GOODS INC
1,edgar/data/1089094/0001193125-14-235971.txt,2014-06-13,1089094,DEF 14A,BLACKROCK STRATEGIC MUNICIPAL TRUST
2,edgar/data/1089511/0001193125-14-164708.txt,2014-04-29,1089511,DEF 14A,ALASKA COMMUNICATIONS SYSTEMS GROUP INC
0,edgar/data/1089531/0001144204-14-026500.txt,2014-04-30,1089531,DEF 14A,"KINGOLD JEWELRY, INC."
1,edgar/data/1089821/0001193125-14-235971.txt,2014-06-13,1089821,DEF 14A,BLACKROCK PENNSYLVANIA STRATEGIC MUNICIPAL TRUST
0,edgar/data/1090012/0001193125-14-151016.txt,2014-04-22,1090012,DEF 14A,DEVON ENERGY CORP/DE
1,edgar/data/1090116/0001193125-14-236561.txt,2014-06-16,1090116,DEF 14A,NUVEEN DIVIDEND ADVANTAGE MUNICIPAL INCOME FUND
0,edgar/data/1090396/0001144204-14-035648.txt,2014-06-04,1090396,DEF 14A,TABLE TRAC INC
0,edgar/data/1090425/0001193125-14-158230.txt,2014-04-25,1090425,DEF 14A,LAMAR ADVERTISING CO/NEW
0,edgar/data/1091171/0001091171-14-000028.txt,2014-04-11,1091171,DEF 14A,BLUE NILE INC
0,edgar/data/1091596/0001144204-14-027233.txt,2014-05-02,1091596,DEF 14A,CYTOMEDIX INC
0,edgar/data/109177/0001193125-14-163954.txt,2014-04-29,109177,DEF 14A,HARBINGER GROUP INC.
0,edgar/data/1091801/0001091801-14-000005.txt,2014-04-07,1091801,DEF 14A,MARTHA STEWART LIVING OMNIMEDIA INC
0,edgar/data/109198/0001193125-14-157068.txt,2014-04-24,109198,DEF 14A,TJX COMPANIES INC /DE/
1,edgar/data/1092289/0001193125-14-154916.txt,2014-04-23,1092289,DEF 14A,TRANSATLANTIC PETROLEUM LTD.
0,edgar/data/1092662/0001092662-14-000033.txt,2014-04-29,1092662,DEF 14A,"CHEMBIO DIAGNOSTICS, INC."
0,edgar/data/1092839/0001193125-14-172819.txt,2014-04-30,1092839,DEF 14A,DUNE ENERGY INC
2,edgar/data/1093428/0001193125-14-236554.txt,2014-06-16,1093428,DEF 14A,NUVEEN SENIOR INCOME FUND
0,edgar/data/1093557/0001193125-14-145834.txt,2014-04-16,1093557,DEF 14A,DEXCOM INC
0,edgar/data/1093649/0001193125-14-167607.txt,2014-04-29,1093649,DEF 14A,IDENIX PHARMACEUTICALS INC
10,edgar/data/109380/0000109380-14-000060.txt,2014-04-17,109380,DEF 14A,ZIONS BANCORPORATION /UT/
0,edgar/data/1094084/0001019687-14-001577.txt,2014-04-30,1094084,DEF 14A,TELKONET INC
2,edgar/data/1094139/0001144204-14-021961.txt,2014-04-11,1094139,DEF 14A,OURPETS CO
0,edgar/data/1094348/0001193125-14-130817.txt,2014-04-04,1094348,DEF 14A,Mattersight Corp
0,edgar/data/1094392/0001094392-14-000012.txt,2014-04-23,1094392,DEF 14A,RUDOLPH TECHNOLOGIES INC
0,edgar/data/1094738/0000914317-14-000537.txt,2014-04-29,1094738,DEF 14A,M&F BANCORP INC /NC/
0,edgar/data/1094814/0001144204-14-024887.txt,2014-04-25,1094814,DEF 14A,"MANAGEMENT NETWORK GROUP, INC."
0,edgar/data/1094831/0001193125-14-154971.txt,2014-04-23,1094831,DEF 14A,"BGC Partners, Inc."
0,edgar/data/1095073/0001095073-14-000013.txt,2014-04-11,1095073,DEF 14A,EVEREST RE GROUP LTD
0,edgar/data/1095277/0001193125-14-144954.txt,2014-04-16,1095277,DEF 14A,INTERSECTIONS INC
0,edgar/data/1095315/0001193125-14-209764.txt,2014-05-22,1095315,DEF 14A,PFSWEB INC
1,edgar/data/1095565/0001193125-14-148769.txt,2014-04-18,1095565,DEF 14A,HEALTHSTREAM INC
2,edgar/data/1095651/0001095651-14-000012.txt,2014-04-11,1095651,DEF 14A,ISTAR FINANCIAL INC
0,edgar/data/1095858/0001144204-14-025529.txt,2014-04-29,1095858,DEF 14A,"ERBA Diagnostics, Inc."
0,edgar/data/1095981/0001095981-14-000017.txt,2014-06-12,1095981,DEF 14A,"CYTORI THERAPEUTICS, INC."
0,edgar/data/1095996/0001193125-14-143350.txt,2014-04-15,1095996,DEF 14A,WILLIAM LYON HOMES
0,edgar/data/1096376/0001193125-14-128198.txt,2014-04-02,1096376,DEF 14A,NUTRI SYSTEM INC /DE/
0,edgar/data/1097149/0001445305-14-001277.txt,2014-04-04,1097149,DEF 14A,ALIGN TECHNOLOGY INC
0,edgar/data/1097430/0001213900-14-003196.txt,2014-05-13,1097430,DEF 14A,INTERNATIONAL MONETARY SYSTEMS LTD /WI/
0,edgar/data/1097864/0001193125-14-139400.txt,2014-04-11,1097864,DEF 14A,ON SEMICONDUCTOR CORP
2,edgar/data/1098605/0001193125-14-150958.txt,2014-04-21,1098605,DEF 14A,AllianzGI Managed Accounts Trust
0,edgar/data/1099160/0001193125-14-146841.txt,2014-04-17,1099160,DEF 14A,BEASLEY BROADCAST GROUP INC
1,edgar/data/1099290/0001144204-14-026873.txt,2014-05-01,1099290,DEF 14A,"SINOCOKING COAL & COKE CHEMICAL INDUSTRIES, INC."
0,edgar/data/1099590/0001193125-14-167062.txt,2014-04-29,1099590,DEF 14A,MERCADOLIBRE INC
2,edgar/data/1100270/0001206774-14-001452.txt,2014-05-01,1100270,DEF 14A,KRISPY KREME DOUGHNUTS INC
0,edgar/data/110027/0001140361-14-016839.txt,2014-04-16,110027,DEF 14A,LEAP TECHNOLOGY INC / DE
2,edgar/data/1100682/0001047469-14-003280.txt,2014-04-01,1100682,DEF 14A,CHARLES RIVER LABORATORIES INTERNATIONAL INC
0,edgar/data/1100917/0001193125-14-131505.txt,2014-04-04,1100917,DEF 14A,ONVIA INC
0,edgar/data/1101215/0001101215-14-000096.txt,2014-04-21,1101215,DEF 14A,ALLIANCE DATA SYSTEMS CORP
0,edgar/data/1101239/0001571049-14-001316.txt,2014-04-28,1101239,DEF 14A,EQUINIX INC
0,edgar/data/1101302/0001193125-14-130731.txt,2014-04-04,1101302,DEF 14A,ENTEGRIS INC
2,edgar/data/1102060/0001193125-14-253462.txt,2014-06-27,1102060,DEF 14A,DIREXION INSURANCE TRUST
0,edgar/data/110230/0001193125-14-187329.txt,2014-05-07,110230,DEF 14A,ALLSTATE ASSURANCE CO SEPARATE ACCOUNT B
0,edgar/data/1102993/0001445305-14-001572.txt,2014-04-30,1102993,DEF 14A,LIVEPERSON INC
0,edgar/data/1103021/0001193125-14-232176.txt,2014-06-10,1103021,DEF 14A,BIODELIVERY SCIENCES INTERNATIONAL INC
0,edgar/data/1103837/0001047469-14-004439.txt,2014-04-30,1103837,DEF 14A,CROWN MEDIA HOLDINGS INC
9,edgar/data/1103982/0001193125-14-125049.txt,2014-04-01,1103982,DEF 14A,"Mondelez International, Inc."
0,edgar/data/1104188/0001145443-14-000680.txt,2014-04-30,1104188,DEF 14A,SOHU COM INC
0,edgar/data/1104485/0001104485-14-000011.txt,2014-04-25,1104485,DEF 14A,"NORTHERN OIL & GAS, INC."
1,edgar/data/1104657/0001104657-14-000069.txt,2014-04-01,1104657,DEF 14A,MATERION Corp
0,edgar/data/1104855/0001140361-14-017147.txt,2014-04-21,1104855,DEF 14A,"Support.com, Inc."
0,edgar/data/1105184/0001193125-14-147754.txt,2014-04-17,1105184,DEF 14A,NANOSPHERE INC
7,edgar/data/1105705/0001206774-14-001297.txt,2014-04-21,1105705,DEF 14A,TIME WARNER INC.
0,edgar/data/1107332/0001193125-14-150940.txt,2014-04-21,1107332,DEF 14A,DENDREON CORP
0,edgar/data/1107421/0001193125-14-172146.txt,2014-04-30,1107421,DEF 14A,ZIOPHARM ONCOLOGY INC
0,edgar/data/1107694/0001193125-14-131097.txt,2014-04-04,1107694,DEF 14A,"RACKSPACE HOSTING, INC."
0,edgar/data/1107843/0001193125-14-150909.txt,2014-04-21,1107843,DEF 14A,"QUALYS, INC."
0,edgar/data/1108109/0001193125-14-131779.txt,2014-04-04,1108109,DEF 14A,COMMUNITY HEALTH SYSTEMS INC
0,edgar/data/1108134/0001104659-14-024865.txt,2014-04-01,1108134,DEF 14A,BERKSHIRE HILLS BANCORP INC
0,edgar/data/1108205/0001193125-14-135750.txt,2014-04-09,1108205,DEF 14A,CURIS INC
1,edgar/data/1108236/0001019056-14-000522.txt,2014-04-11,1108236,DEF 14A,AMERICAN RIVER BANKSHARES
3,edgar/data/1108426/0001108426-14-000054.txt,2014-04-03,1108426,DEF 14A,PNM RESOURCES INC
0,edgar/data/1108524/0001193125-14-187738.txt,2014-05-07,1108524,DEF 14A,SALESFORCE COM INC
6,edgar/data/1108827/0001108827-14-000024.txt,2014-04-03,1108827,DEF 14A,"QEP RESOURCES, INC."
0,edgar/data/1109116/0001193125-14-172607.txt,2014-04-30,1109116,DEF 14A,ENTRAVISION COMMUNICATIONS CORP
0,edgar/data/1109189/0001109189-14-000080.txt,2014-04-21,1109189,DEF 14A,BASIC ENERGY SERVICES INC
0,edgar/data/1109242/0001193125-14-130557.txt,2014-04-04,1109242,DEF 14A,HANMI FINANCIAL CORP
0,edgar/data/1109354/0001047469-14-003842.txt,2014-04-16,1109354,DEF 14A,BRUKER CORP
9,edgar/data/1109357/0001193125-14-128137.txt,2014-04-02,1109357,DEF 14A,EXELON CORP
1,edgar/data/1109546/0001109546-14-000013.txt,2014-04-15,1109546,DEF 14A,PACIFIC MERCANTILE BANCORP
0,edgar/data/1110803/0001193125-14-140573.txt,2014-04-11,1110803,DEF 14A,ILLUMINA INC
0,edgar/data/1111335/0001193125-14-166357.txt,2014-04-29,1111335,DEF 14A,VISTEON CORP
0,edgar/data/1111665/0001193125-14-166207.txt,2014-04-29,1111665,DEF 14A,TELECOMMUNICATION SYSTEMS INC /FA/
0,edgar/data/1111711/0001193125-14-130563.txt,2014-04-04,1111711,DEF 14A,NISOURCE INC/DE
0,edgar/data/1111928/0001111928-14-000019.txt,2014-04-15,1111928,DEF 14A,IPG PHOTONICS CORP
0,edgar/data/1112920/0001185185-14-000840.txt,2014-04-03,1112920,DEF 14A,GLOBALSCAPE INC
0,edgar/data/1113148/0001193125-14-162675.txt,2014-04-28,1113148,DEF 14A,"INFINITY PHARMACEUTICALS, INC."
0,edgar/data/1113481/0001113481-14-000025.txt,2014-04-30,1113481,DEF 14A,MEDICINES CO /DE
0,edgar/data/1113809/0001437749-14-006124.txt,2014-04-04,1113809,DEF 14A,BUILD A BEAR WORKSHOP INC
0,edgar/data/1114220/0001193125-14-172382.txt,2014-04-30,1114220,DEF 14A,KERYX BIOPHARMACEUTICALS INC
0,edgar/data/1114483/0001193125-14-142367.txt,2014-04-14,1114483,DEF 14A,"GREATBATCH, INC."
0,edgar/data/1114927/0001114927-14-000005.txt,2014-04-04,1114927,DEF 14A,FIRST NORTHERN COMMUNITY BANCORP
0,edgar/data/1116463/0001193125-14-140504.txt,2014-04-11,1116463,DEF 14A,ORASURE TECHNOLOGIES INC
0,edgar/data/1117057/0001062993-14-002434.txt,2014-04-30,1117057,DEF 14A,American Lorain CORP
0,edgar/data/1117106/0001193125-14-167230.txt,2014-04-29,1117106,DEF 14A,NETSUITE INC
0,edgar/data/1117480/0001144204-14-025749.txt,2014-04-29,1117480,DEF 14A,CHIMERIX INC
0,edgar/data/1117733/0001193125-14-138439.txt,2014-04-10,1117733,DEF 14A,CAFEPRESS INC.
0,edgar/data/1118037/0001144204-14-026329.txt,2014-04-30,1118037,DEF 14A,SAJAN INC
2,edgar/data/1120295/0001193125-14-251147.txt,2014-06-26,1120295,DEF 14A,IXIA
0,edgar/data/1120914/0001437749-14-006662.txt,2014-04-15,1120914,DEF 14A,PDF SOLUTIONS INC
2,edgar/data/1120970/0001120970-14-000011.txt,2014-04-29,1120970,DEF 14A,Comstock Mining Inc.
0,edgar/data/1121484/0001193125-14-135351.txt,2014-04-08,1121484,DEF 14A,"OIL STATES INTERNATIONAL, INC"
0,edgar/data/1121702/0001047469-14-003997.txt,2014-04-21,1121702,DEF 14A,"METABOLIX, INC."
1,edgar/data/1121746/0000940394-14-000598.txt,2014-04-04,1121746,DEF 14A,EATON VANCE VARIABLE TRUST
2,edgar/data/1121788/0001308179-14-000179.txt,2014-04-21,1121788,DEF 14A,GARMIN LTD
19,edgar/data/1122304/0001193125-14-148633.txt,2014-04-18,1122304,DEF 14A,AETNA INC /PA/
0,edgar/data/1122342/0001206774-14-001278.txt,2014-04-18,1122342,DEF 14A,ALLIANCE FIBER OPTIC PRODUCTS INC
1,edgar/data/1122388/0001122388-14-000019.txt,2014-04-11,1122388,DEF 14A,ELLIE MAE INC
0,edgar/data/1122897/0001193125-14-157258.txt,2014-04-24,1122897,DEF 14A,CVENT INC
0,edgar/data/1122904/0001122904-14-000018.txt,2014-04-18,1122904,DEF 14A,"NETGEAR, INC"
2,edgar/data/1122976/0001193125-14-129050.txt,2014-04-03,1122976,DEF 14A,POLYONE CORP
0,edgar/data/1123494/0001171843-14-001650.txt,2014-04-10,1123494,DEF 14A,HARVARD BIOSCIENCE INC
0,edgar/data/1123596/0001437749-14-006268.txt,2014-04-08,1123596,DEF 14A,"BAB, INC."
0,edgar/data/1123979/0001104659-14-027821.txt,2014-04-15,1123979,DEF 14A,SENOMYX INC
0,edgar/data/1124105/0001193125-14-148499.txt,2014-04-18,1124105,DEF 14A,TARGACEPT INC
0,edgar/data/1124608/0001144204-14-033780.txt,2014-05-27,1124608,DEF 14A,RESPONSE GENETICS INC
0,edgar/data/1124610/0001193125-14-145881.txt,2014-04-16,1124610,DEF 14A,"VMWARE, INC."
